character,line
Gloria,Don't you see? It's because of you that your son cannot kiss his own lover.
Mitchell,"Don't say ""lover."""
Cameron,"we don't like ""lover."""
Jay,Can we just eat?
Claire,No. Tell Mitch that it's okay to kiss cam in front of you.
Jay,Why is that something we have to do?
Mitchell,We don't.
Cameron,Of course we don't.
Mitchell,"Oh, I'm sorry that I don't want to make out with you in front of my whole family."
Jay,No need to apologize.
Claire,"Oh, Gloria is right. Dad, you being so emotionally closed off makes it very difficult for your children to show affection."
Jay,Really?
Claire,Yes.
Jay,You had trouble showing affection in public places?
Claire,Yes!
Jay,You?
Claire,Yes.
Jay,"Was that before or after you were delivered to my door in a squad car, Wearing nothing but your underwear and a police blanket?"
Haley,"Oh, my god. What?"
Alex,You were arrested?
Luke,Awesome!
Claire,Not awesome. And I wasn't arrested. Your grandfather was just telling a joke.
Jay,It was just a joke. I got a million of 'em.
Claire,Dad.
Phil,"I did it! It's printing! I had to download new firmware, install new drivers, Change your encryption, and replace an ethernet cable in a 100-degree attic, while dodging particularly aggressive spiders, But I did it!"
Jay,Thanks.
Phil,Oh. Okay. I guess that's it.
Jay,What? What's it?
Gloria,"Wake up, dummy. This is what we're talking about. This guy's been working like an imbecile all day for you. People need something else... kisses, hugs."
Jay,"What, for fixing a printer?"
Phil,"Oh, it's fine. It was only four hours. I tipped over a paint can and threw up a little, but I think... I think ""thanks"" about covers it."
Jay,"Well, what's wrong with ""thanks""?"
Claire,"It's pretty much the bare minimum, dad."
Manny,"Jay, for god's sakes, just say something."
Jay,"You want me to say something? How about ""you're welcome""? How about ""I'm... I'm so happy to be here for you all so I can take the blame for all your crap."" I can't do this, I never did that. Trust me, I gave you twice as much as my father ever gave me. The man kissed me one time in my entire life. He came up behind me, kissed me on the back of the head, Said, ""goodnight, Becky."" He thought I was my sister."
Gloria,Wait a minute. When was the last time you kissed Mitch?
Jay,What does that have to do with anything?
Gloria,"Mitch, when was the last time he kissed you?"
Mitchell,I-I don't remember.
Jay,It wasn't that long ago.
Mitchell,I was 12.
Gloria,"12? This is the problem! Jay's dad doesn't kiss Jay, So Jay doesn't kiss Mitch, and Mitch is uptight."
Mitchell,"Okay, okay, ""uptight"" was really not on the table. This is more about kissing."
Gloria,"Jay, kiss your son. He's a mess."
Jay,"Oh, come on, now."
Mitchell,We don't have to do that. It's...
Gloria,"Yes, you do."
Mitchell,No.
Claire,"Come on. Come on, do it. You're in front of your grandchildren."
Jay,"All right, all right! Shut up! Mitch, get over here."
Mitchell,"W-what, now? Well, I feel weird now."
Jay,"Don't be coy. What are you waiting for, a box of chocolates? Let's do this."
Cameron,That's the sweetest thing I've ever seen.
Jay,"All right, and now because I never want to hear this again... you."
Phil,Ohh.
Jay,Not you.
Claire,"Oh, daddy, I love you."
Gloria,Let's go eat chunchullo!
Manny,"You know it's made of pig intestines, right?"
Claire,"Alex, wait."
Alex,What?
Claire,I want to talk to you.
Alex,"Mom, I don't want another lecture."
Claire,"It's not a lecture. I want to tell you something. Honey, I know exactly how you're feeling."
Alex,"No, you don't."
Claire,"Okay, the... the joke that grandpa told tonight? That... that happened. That...that was true."
Alex,"So, you were arrested naked?"
Claire,"I wasn't naked! And I was not arrested per se. I was driven home one night by the police because my boyfriend and I had gone swimming in somebody's pool, And we didn't have bathing suits and... blah, blah, blah, the details aren't important. What matters is that everybody at school was talking about it. And I thought I would die. But it passed. I swear. And now, honey, I'm... I'm glad it happened. I've got a funny story to tell at dinner parties."
Alex,"So, how long did it take before you thought it was funny?"
Claire,"Oh, god... 10, 15 years."
Alex,Great. What do I do about tomorrow?
Claire,"I don't think you have to worry about that. Go, go, go."
Gloria,"In Colombia, we kiss for everything because a kiss can mean so many different things."
Manny,"There's no ghost in here, is there?"
Jay,"Not a chance. Sleep easy, kid."
Gloria,"It can be the start of something new. It can be how we say, ""this is the person that I love."""
Cameron,"So who's a better kisser, me or your dad?"
Mitchell,Ew.
Gloria,It can be romantic.
Alex,If it's okay... maybe we should hang out more first. This is only the second conversation we've had that wasn't by text.
Gloria,It can also be worth waiting for.
Gloria,"Jay, what is this?"
Jay,Just another nice thing I did for you while you made a fool of me. Manny let me in on your little tricks. You feel bad now?
Gloria,No. I feel good. Mm.
Gloria,That one is definitely my favorite.
Claire,"Phil, you really don't have to do this."
Phil,"No. I-I can do it. I want to do it. It's silly to pay someone else just to do something... Oh! Oh, no! Oh!"
Claire,"Oh, wait! No, no, don't spill it! Sweetie, don't spill that!"
Phil,"Oh! Oh, that's on me!"
Claire,"Careful! Oh, gosh! Oh! Okay, get up. You're fine. Get it off! Okay, I got it. I got it."
Phil,"Got it off. Got it off. Oh, the face! Not the face! Oh, the face!"
Claire,"All right, I'll pull it down!"
Phil,Ohh!
Claire,You're good!
Phil,It's on me.
Claire,"All right, I'm gonna have to... I'll cut it off."
Phil,"Good idea. Get a bucket, please!"
Haley,"Oh, my God, mom, the party is like 'round the block. I'd be gone for two hours."
Claire,That is two hours you could spend studying.
Haley,"I had been studying all weekend. No friends, no phone, just me alone with books. I feel like Alex..."
Alex,You're never alone when you have books.
Claire,Really?
Haley,Is that what you want me to turn into?
Claire,"Sweetheart, listen to me. This is the S.A.T.S. Okay? It is not some stupid science quiz. Hey, if science quizzes are so stupid, why do you put mine up on the refrigerator?"
Haley,"Because we feel sorry for you, 'cause books are your friends."
Alex,"Yeah, she wasn't studying last night. She was video-chatting the whole time."
Haley,Shut up!
Claire,I knew it. I knew it.
Haley,You are such a tattletale!
Claire,"Girls, take it down a notch, because I..."
Phil,"whoa, whoa, whoa! What's the hot topic on ""the view"" today, ladies?"
Haley,"Dad, can you just please tell mom that I can take a two- hour break and go to a party?"
Phil,"No, ma'am. I'm not stepping into that one. We're not playing good cop/mom. I got it. You know, you just bought yourself an extra... Hello."
Phil,"Uh, no, we did not."
Claire,Oh. Yes. We did! We did!
Phil,We did?
Claire,"Plumber, hi. Yeah. Um, it's right up at the top of the stairs."
Phil,"Really, Claire?"
Phil,But didn't I tell you I'd fix the tub?
Claire,"Yes, honey, you did, And I think I was pregnant with Luke at the time."
Phil,"That is not fair. I've done everything you've asked me to do around here. I fixed the step, didn't I? Look how solid it is! I'm like Shirley Temple and that black guy!"
Phil,"Bill ""Bojangles"" Robinson! I said it first!"
Claire,"So, this is the problem. Uh, faucet just keeps leaking."
Phil,"Yeah, it's a cracked washer... If I know my washers. And it's, uh, it's been leaking a little water."
Phil,"Well, I guess I'm not a professional plumber, But I have spent a huge amount of time in that tub. I can tell you from experience, or at least what it feels like in there..."
Mitchell,"Oh, good. You're back. I need you to help settle a spat between our blacksmith and the chimney sweep."
Cameron,Be nice. It took me 20 minutes to find my opera cloak.
Mitchell,I still can't believe you didn't have to rent any of that.
Cameron,"Oh, please. Do you know how many times this has paid for itself?"
Mitchell,Has it?
Cameron,"Well, our friend Pepper loves to throw theme parties."
Mitchell,"Yes, he does, and this weekend is his first annual ""Oscar Wilde and Crazy Brunch."""
Cameron,"We're still recovering From his ""Studio 54th of July"" barbecue. They were fun at first."
Mitchell,Uh...
Cameron,But they have become a lot of work. You have to dress in costume.
Mitchell,You have to assume a character. I... I can't believe you ever dated him.
Cameron,One date. It was the '90s. We'd just lost Princess Di. I was at sea.
Mitchell,"Oh, Cam, can we just... Can we please cancel?"
Cameron,"I wish we could, But you know he's still mad at us for missing passover."
Mitchell,"Oh. Right. ""Seder-day night fever""?"
Cameron,Just go get dressed and powdered.
Mitchell,Ohh. Pepper has done the impossible! He's made two gay men hate brunch.
Jay,"You know, it might be easier just to pour the espresso right in the sugar."
Manny,Every morning.
Gloria,"Jay, what are you wearing? You can't go to church like that."
Jay,"Well, that settles it, then. I'm going golfing."
Gloria,"You're gonna miss church again? Last Sunday, you said that you had to go to the office. The week before, you had breakfast with a friend."
Manny,"And before that, you thought you had a cold that turned out not to be a cold."
Jay,Because I babied it.
Gloria,You don't have to convince us. You have to convince him.
Jay,"Who, God? Me and God are good!"
Gloria,How would you know?
Jay,"Look, you feel God in church, which is great. I feel God out in nature, amongst his works."
Gloria,Are you gonna go to church next week?
Jay,We'll see.
Gloria,"I know what ""we'll see"" means. If you're done with church, just say it."
Jay,I'm done with church.
Gloria,Don't say that!
Jay,Look... I'm not going to church anymore. It's not the end of the world. Let's not make a big deal out... Hell...
Gloria,Aah! Aah!
Manny,Earthquake!
Gloria,"Iterremoto! Vamos, vamos, Manny! Vamos, Jay!"
Phil,Girls?!
Claire,"Oh, God. Oh, God. Okay. This is... this is stuck!"
Cameron,We're gonna die! We're gonna die!
Mitchell,"We better not. If they find us in these outfits, It's gonna be very bad for the gays."
Phil,Claire?!
Alex,We're okay!
Luke,Dad?
Phil,Luke! Buddy. You okay?
Luke,"That thing almost fell on me! I was sitting there, And it came this close to my head!"
Phil,It's all right. You're okay. You didn't get hurt.
Luke,"Well, I'm not gonna wait around here until I do. Ohh."
Phil,O...kay. Wow! That is a doozy.
Mitchell,"Hey, are you guys okay?"
Phil,"Yeah, we're fine. You?"
Mitchell,"We're fine. That was really... Oh, wait. Hold on. Hello?"
Gloria,"Mitch, are you okay?"
Mitchell,We're okay. We're okay.
Gloria,And Phil and Claire?
Mitchell,"Uh, I'm on the other line with them right now. One second. Hello? Oh, shoot, we lost Phil."
Gloria,We lost Phil?!
Cameron,We lost Phil?
Gloria,Hello?
Mitchell,Great. Now Gloria's gone.
Cameron,"Gloria's gone, too? Ohh!"
Phil,"Hey, Gloria."
Gloria,"Ay, dios mio, Phil, you're alive!"
Phil,"Yeah, of course I'm alive. For now."
Phil,"For months, Claire has been after me and dogging me... ""what if we have an earthquake? We've got kids in the house."" Blah blah blah. So it finally reached the point where I had no choice but to just roll up my sleeves and tell her I did it."
Claire,Aah. Phil!
Alex,"Dad, get up here!"
Phil,"On my way... seriously, I just fixed that!"
