character,line
Gloria,"Anyways, hobbies are important for the men, Whether you're risking your life or flying little planes from a safe distance."
Mitchell,"Wait, wait, wait, wait, what are you doing?"
Cameron,We're just gonna buy some diapers. It'll just take a second.
Mitchell,This is Costco.
Cameron,"Yeah, which is where we buy diapers."
Mitchell,Since when?
Cameron,Do you remember when we adopted that baby a few months back? Since then.
Cameron,Mitchell is a snob.
Mitchell,"No, n-no, I'm... I'm discerning."
Cameron,"Official slogan for snobs. When we first met, he wouldn't even look at me because I was a hick from the farm in missouri and he's a big city mouse."
Mitchell,"Who says ""city mouse""?"
Cameron,Country mice.
Phil,"Okay. Hey, if you're on your way out, can you grab the garbage?"
Claire,I got it.
Phil,"Okay, we got it. He's a little jumpy."
Claire,"Oh, go figure a teenage boy doesn't want to hang out With his girlfriend's dad."
Phil,I thought we were past all that. I'm all about... I'm all about taking it to the next level.
Claire,Really? I thought you were all about keeping it real.
Phil,"Yes, but the whole point of keeping it real is so you can take it to the next level. Did you really not know that?"
Claire,You haven't exactly taken it to the next level with my dad.
Phil,What are you talking about?
Claire,"We've been married for 16 years, and you still walk on eggshells around him."
Phil,What? Are you kidding? Jay and I are total buds.
Jay,You... you want to just hang out?
Phil,"Brought six friends, so that just... Let's..."
Gloria,Manny brought his favorite game to play with Luke.
Manny,"It's called ""empire."" You use strategy to expand territories and take over the world."
Claire,Luke is gonna love that. He's out back playing.
Gloria,Do you need me to get you something while I'm out shopping?
Claire,"That's such a nice offer, but I think we're good. Thanks."
Alex,"Okay, what about this?"
Claire,You don't even say hello to Gloria and Manny?
Alex,"Hi, Gloria and Manny. Okay, mom, what about this?"
Claire,"No, you're wearing a dress."
Alex,"Mom, come on!"
Claire,What? It's gonna kill you to look like a girl for one afternoon?
Alex,"But it's a wedding for some friend of yours, that I never even heard of."
Claire,It's nonnegotiable. You can borrow a dress of Haley's again.
Alex,"No, that sends an ugly message... That I'm Haley. You know, instead of trying to force me to wear a dress, Why don't you worry about getting Luke to wear some pants?"
Claire,What? Why does he do this? Luke! Pants! Come on!
Phil,"Jay and I are buds, for sure, But with kind of an invisible asterisk. Um, he's not, uh... he's not a talker... Or... or a hugger. Once, he ran over my foot with his car. To... to be fair, he had just given up smoking. But, basically, we're buds."
Jay,Do you have to just stand there? You're making me feel uneasy.
Phil,Oh.
Jay,"Oh, for god's sake, sit here. Here, hold this wing like this while I adjust this."
Phil,Okay.
Jay,Come on. Here. Not too hard.
Phil,Okay.
Gloria,"Alex, why don't you come shopping with me? Maybe I can help you find something that you like."
Claire,"That's a really nice offer, but it's not really her thing."
Alex,"Actually, I'd love to go. See, you don't know what my thing is. You have no idea what my thing is."
Claire,"I know what your thing is. Your thing is to provoke, Just like your sister's thing is to never come out of her room, And your brother's thing -- Oh, well, there's your brother's thing. Luke! Put 'em on!"
Phil,"The thing about me and Jay is, our relationship's always been stuck in that primal place where it started. You know, he's the old silverback protecting his females. Then along comes this younger, stronger gorilla, swinging in, beating his chest, you know. Naturally, the ape ladies come running, presenting their nice scarlet behinds. Papa ape wants to stop all that but he can't, you know. That's... that's life. I'm not the enemy. The enemy is poachers."
Jay,That'll do it. Don't touch it. All right. You want to go fly it?
Phil,Sure.
Cameron,"Oh, hey. I got the toothpaste and the soap."
Mitchell,Good. Now we can open that general store. I thought we were just here to get diapers.
Cameron,"We had a saying on the farm... As long as you're bringing the mule to the market, you... I feel you rolling your eyes at me."
Cameron,We met at one of Pepper's legendary game nights. I remember Mitchell because he kept rolling his eyes Every time I would get a little boisterous.
Mitchell,I did not!
Cameron,A little bit.
Mitchell,"Yeah, maybe a little bit. We were... we were playing charades, And I-I had no idea how to act out my clue, And all I could think of to do was... And without missing a beat, Cam says..."
Cameron,"""Casablanca."""
Mitchell,All I did was this...
Cameron,"""Casablanca. Casablanca."""
Mitchell,Can we just please get the diapers and get out of here?
Cameron,"Fine, but I want to stop by the wine section first."
Mitchell,Wait. There's a wine section?
Cameron,"Yeah, a really good one... just past the tires."
Mitchell,"No way, they do not have... Oh, my God. Oh, my... cam. Cam. The paper shredder I wanted, huh? Confetti and crosscut..."
Cameron,Yep.
Mitchell,"Ohh! Oh, my god, amazing."
Cameron,Yeah.
Mitchell,Cam... What is this place?
Manny,Those cookies smell like heaven. Your own recipe?
Claire,"No, I just throw them in the en."
Manny,And added the secret ingredient of caring?
Claire,"Sure. So, you and Luke having a good time?"
Manny,I don't know. He won't come out of his box. Maybe I'll just stay here and spend some time with my sister.
Claire,"Oh, right, I guess, technically, I would be your stepsister."
Manny,"My mother says we are never to use the word ""step"" because it means ""not real,"" And we are a real family."
Claire,Mm.
Manny,"So, what is the matter, claire?"
Claire,What?
Manny,You seem sad.
Claire,"It's just stuff with Alex... you know, kid stuff."
Manny,"Ugh, kids. You don't have to tell me. My school is full of them."
Gloria,"I was thinking, after lunch, we can go and do a little shopping."
Alex,I'm not getting a dress.
Gloria,I don't care. I'm not your mother.
Alex,I know. You're my grandmother.
Gloria,"Step-grandmother. Anyways, today, think of me as a girlfriend... Two girls out for an afternoon of fun."
Alex,What do you usually do with your girlfriends?
Gloria,"I don't know. We go out. We talk, drink wine."
Alex,Can I drink wine?
Gloria,No.
Alex,Some friend.
Gloria,"Well, you can still talk to me about anything."
Alex,"Yeah, adults always say that, but they don't mean it. When my mom says I can ask her anything, I really can't. She just freaks out."
Gloria,I won't freak out. Shoot.
Alex,Okay. How many men have you slept with?
Gloria,Eight. Next.
Phil,Now can I try it?
Jay,No.
Phil,"I should get one of those. I've always loved planes. You know, if things had gone a little differently in my life, I think I would have been a pilot. Hey, what would happen if you turned the remote off And then back on real fast?"
Jay,"Yeah, you would have been a great pilot."
Phil,"So, can you do a... can you do a loop-de-loop?"
Jay,If I wanted to.
Phil,No way!
Phil,Can I try it?
Jay,No.
Phil,Okay. I can see why you like this. It's so peaceful. It's like the whole world just...Disappears out here. I remember this one summer...
Jay,I'll tell you what.
Phil,Hmm?
Jay,"There's another trick called ""threading the needle."" I used to do it with Claire and Mitch when they were kids. You want to try it?"
Phil,How does it go?
Jay,"You grab one of those hoops over there And go to the far, far, far end of the field and stand there, And I fly the plane through it."
Phil,"Um, that sounds awesome! And then I get a chance flying it?"
Jay,No.
Phil,Okay. How's this?
Jay,"Not far enough. Go on. Okay, further down."
Phil,Está bien. Más lejos.
Jay,You can't go too far.
Phil,"Right, okay. I get it. I get it! How's this?"
Jay,Good! Now stand still! Don't move!
Phil,Ay! Let's do it! Whoo! Whoo! I love it! I love it! You drove the plane into my face.
Jay,You must have moved. I told you to stay still.
Phil,I didn't move!
Jay,Try not to talk. I want to make sure nothing's broken.
Claire,"Alex and I can't just disagree. I mean, she has to turn everything into a fight."
Manny,"Hmm, a strong, independent woman. Sounds like somebody else I know."
Claire,"I was never hostile, thou. This... this whole thing with the dress -- Never had this problem with Haley."
Manny,Maybe Alex doesn't want to compete with her big sister. Maybe she's trying to create her own identity. Put her in a dress and she disappears for one afternoon. I wouldn't give up being myself for even one second.
Claire,Wow. Sometimes it's hard to remember you're only 10 years old.
Manny,And three-quarters.
Claire,Yeah. Hello? Olives? Yeah.
Mitchell,You got it.
Cameron,"Mitchell, I found the diapers. They're over here."
Mitchell,"Cameron, guess what I found. Coffins. They sell baby formula, and they sell coffins. You can literally buy everything you need From birth to death. Oh, my god, look at these diapers. Look how cheap they are! Oh, you know what we should do? We should get enough for like the next year or two, right?"
Cameron,Where would we keep them?
Mitchell,They sell sheds.
Cameron,Really? You want to buy a diaper shed. We're those guys now? The guys with the diaper shed?
Mitchell,Just grab two more.
Cameron,"I'm not grabbing two more, Mitchell. It's time to go."
Mitchell,"No, come on, come on. We need a... Excuse me. Where did you get that flatbed thing?"
Mitchell,Go grab one of those.
Cameron,Really?
Mitchell,Yeah. Get two. I'm in the applesauce aisle!
Mitchell,"So, anyways, after charades, we went out for coffee, and I learned that he loves art, He plays the piano, he speaks french."
Cameron,Un peu.
Mitchell,"So, you know, I-I misjudged him."
Cameron,"Yeah, I'm sort of like Costco. I'm big, I'm not fancy, and I dare you to not like me."
Mitchell,"Yeah, and I'm kind of more like that, um... Oh. What is the name of that little shop we went to in paris?"
Cameron,"You are such a snob. ""casablanca."""
Gloria,"I have a small flower on my ankle and a tiny, little butterfly on my... Thigh."
Alex,How high up?
Gloria,Very high.
Alex,Did you do it to look sexy?
Gloria,No.
Alex,Did you do it for a guy? Does grandpa like it?
Gloria,"No, no, and yes."
Alex,That's gross. Mm. Let's go back to your piercings.
Gloria,"No, no, no. I've answered enough of your questions. Now it's your turn to answer one."
Alex,What is it?
Gloria,Why you don't want to wear a dress?
Alex,Because I don't want to look like Haley and her stupid friends.
Gloria,"I wear dresses, and I don't look like Haley."
Alex,"You are Haley, just...40 years older."
Gloria,10.
Alex,20.
Gloria,"Deal. Alex, why are you fighting me on this?"
Alex,It doesn't matter if I dress up. I'm not pretty like Haley and you.
Gloria,That's ridiculous! You're beautiful!
Alex,I'm not. But that's okay. I'm the smart one.
Gloria,"Hmm, the cute busboy doesn't know that you're smart."
Alex,What?
Gloria,He's been smiling at you every time he comes to the table.
Alex,He does not!
Gloria,"Why do you think we are the only people with bread? Look, one day, you are going to want to date a cute guy like that. When that day comes, you're gonna want to look beautiful, And then you'll wear a dress."
Alex,"So, you ever kiss another girl?"
Gloria,That's no way to talk to your grandmother.
Claire,"Was my mom hard on me growing up? Yeah, she was, but you know what? Back then, everything was Betty Friedan and Gloria Steinem. They didn't understand..."
