character,line
Jay,"Okay, okay. What's done is done! All you can do is learn from your mistakes. And in that spirit, I would like to propose a toast... to Manny. This week, he did something he wasn't supposed to do, like we all do..."
Gloria,Like we all do! Salud to Manny!
Jay,"Uh, not yet. But Manny stood up like a man. He admitted he was wrong and he took his licks, and I'm damn proud of him."
Gloria,"Ah, now we clink!"
Jay,"No, we clink when I say we clink. So Manny made a mistake, but he didn't take the easy way out. He's got guts, he's got integrity. As far as I'm concerned, he's the best little b..."
Manny,"Okay, stop! Stop! I didn't do any of that. Mom broke into the locker and threw the necklace inside, and then we ran away like cowards. I'm sorry, Jay! I'm sorry!"
Jay,I knew it! I was right! I was right!
Luke,Who is it?
Claire,"Oh! Hi, honey. It's just me. Are you okay?"
Luke,Yeah. I'm great.
Claire,"So, how you liking your new digs?"
Luke,I know you told me that I'd be cold... And scared...
Claire,Mm-hmm.
Luke,But I'm not.
Claire,"No, I can see that. I was... I was wrong."
Luke,You were.
Claire,"Yeah. Well, you're gonna hate this then, honey, but I'm gonna need you to go back down and sleep in your old room. I just... I'm worried if you get something so cool this early in your life, you're not gonna have anything to look forward to later."
Luke,I-I have to go now?
Claire,You can spend the night tonight here if you want.
Luke,"Oh! No, if it's so important to you, I'll go now. You should come, too. Something sleeps over there."
Claire,Wait for me. Wait. Wait for me! Wait for me.
Gloria,Jay. Jay?
Jay,What? What's wrong?
Gloria,You're snoring.
Jay,"Me? Oh, I'm sorry. I... Look at her!"
Gloria,"Come on, we said no Stella in the bed."
Jay,"Oh, but she's just a little puppy. She probably got scared and snuck in."
Gloria,"Oh, really? How come when Manny has nightmares you don't let him snuck in the bed?"
Jay,"Gloria, it's 6:00 in the morning. Can we talk about this later?"
Manny,"Answer the question, Jay."
Mitchell,"You know, I'm gonna check the lease, but I'm pretty sure we're not allowed to have a meth lab."
Jay,You are a delight.
Mitchell,So what are you doing?
Cameron,I think you're gonna like this. I'm going on a juice fast.
Mitchell,Mmm. Love it.
Mitchell,"Hate it. Let's face it, a well-fed Cam is hardly a model of emotional stability. Now deprive him of food, and stage by stage, it's a slow descent into madness. Stage one... the clean sweep."
Cameron,Poison. Poison. Poison.
Mitchell,Do you think that this is the best week to be doing this?
Cameron,Why not?
Mitchell,"Well, we have that charity thing at my boss' house."
Cameron,"Oh, so what, I'm supposed to put off my quest for wellness until we're no longer socially in demand? That will never happen. I'm too charismatic."
Mitchell,No. No. Not the cookies.
Cameron,Of course the cookies. Why do you always want me to fail?
Mitchell,"Stage two... attack Mitchell. Because when his diet crashes and burns into a giant pile of Nutella, I'm the one he's gonna blame. Well, no, not this time."
Mitchell,"You know what? I'm gonna do the fast with you. I think it's a great idea, and we should do it together so we're on the same team, you know, us versus food."
Cameron,I know what you're doing... And I really appreciate it.
Mitchell,"No, it'll... it'll be good for me. I've actually put on a few pounds."
Cameron,"Yeah, well, you know, I didn't want to say anything."
Phil,How awesome are people?
Luke,So awesome.
Phil,"You wanna get that, buddy? I'll pause it."
Mitchell,"Hey, Luke. How's it going? I..."
Luke,"Hey, Uncle Mitchell. I really can't talk. I'm trying to watch a movie."
Mitchell,"Oh, okay, well, I just wanted to drop off this bag of junk food."
Luke,Go on.
Mitchell,"Uh, Cam and I are on a juice fast, so having this stuff in the house..."
Luke,I connected the dots. See ya.
Mitchell,Oh.
Phil,"Seeing that weird, wonderful little man pursuing his dream of walking on a tightrope made me think maybe I could pursue my dream..."
Phil,"Here you go, buddy."
Phil,... Of walking on a tightrope.
Luke,"come on, Dad! You got this! You can do this! Stay focused! Stay hungry!"
Phil,"You okay, buddy?"
Luke,"What? Yeah, hell, yeah, no. Just proud of my Dad!"
Luke,There was a lot of chocolate in that bag.
Claire,"Phil, honey, you gotta take Luke to school."
Phil,"Got it. Okay, I haven't fallen three out of the last four times. This afternoon, we go airborne."
Luke,Yeah!
Phil,Yeah! Yeah!
Haley,"Sitting all by yourself at the table. Now where have I seen that again? Oh, right. Every day in the school cafeteria."
Alex,I do that by choice.
Haley,The school's choice.
Alex,Isn't that your nickname?
Claire,"Haley, be nice to your sister. Alex, good save."
Alex,"Mom, sign this."
Claire,"What is it? They finally bumped me up to the harder math class. Third period, Mr. waters."
Haley,"What? No, Mom, you cannot sign this. This is my class. You're a freshman. What are you doing in second-year math?"
Alex,You're a senior. What are you still doing in second year math?
Haley,"Not ""still!""... Again."""
Claire,"Alex, be nice to your sister. Haley, not a good save."
Haley,I knew it would suck having you at my school.
Claire,"Well, hang in there. A couple more years, you'll have it all to yourself again. Come on, girls."
Gloria,"Jay, look at this. It's ruined. Stella did this. She chew on my shoe! You have to discipline that stupid dog."
Jay,I discipline her all the time.
Gloria,"Oh, really? How? By buying her little cupcakes?"
Jay,They're not real cupcakes. They're doggy treats in the form of cupcakes.
Gloria,"Yeah, you should have told that to Manny before he ate one."
Jay,"Oh, come on. His coat never looked better."
Gloria,You wouldn't find it so funny if she was destroying your shoes.
Jay,"Well, I don't leave my shoes laying around, so..."
Gloria,So it's my fault that she chooses to chew my shoe?
Jay,I didn't say that.
Gloria,: You barely said it. You have to stop coddling her.
Jay,I don't coddle her. What? She tries to drink the water. It's funny.
Haley,You don't look at me in class. You don't text me.
Alex,Who would text during a class?
Haley,What are you?
Claire,"Honey, I realize that this situation is not ideal for either one of you, but sometimes we just rise above things. Yes?"
Claire,"Uh, no, I did not."
Claire,"Okay, well, I was just dropping off my kids."
Claire,"Well, we were chatting. At the risk of surprising you a third time, officer, I've been dropping off here for years, and I..."
Claire,Okay. You betcha.
Alex,What was her problem?
Haley,"Oh, you know what you should have said to her..."
Claire,"Nothing. I should have said nothing would be the point. I have to see her every day. I mean, why make it worse? That's exactly what I'm talking about. Awkward, unpleasant situation... Rise above. Have a nice day."
Haley,Yeah.
Claire,"Love you! Bye-bye! ""And yet I see no children emerging from the vehicle."" How'd you like to see my fist emerging into your face? Oh! Now I think of it!"
Mitchell,"Day four of the juice fast, and I'm hungry, but I'm... I'm feeling pretty good. Cam, on the other hand, has gone all... ""Girl, interrupted."" After one, throwing out all of our food, and two, blaming me, he entered stage three... soap actress."
Cameron,I just wish my sister would put herself out there more. She has so much to offer. Why are men so superficial?
Mitchell,That was followed by stage four... a rush of epiphanies...
Cameron,I... don't... need... food. Look at this. Architecture is everywhere. Oh. Spaniards make amazing athletes.
Mitchell,Into stage five... despair...
Cameron,"Daddy, we hided, but you didn't seek."
Mitchell,Cam?
Mitchell,Then came rage.
Cameron,Oh. Ow. Oh.
Mitchell,Hey. Whatcha got there?
Mitchell,"The good news is, Cam's never made it this far into a diet before, so... Downside... I have no idea what the next stage is gonna be. But I'm pretty sure it's not charming party guest."
Mitchell,"Cam, I-I was thinking, I'll take the bullet tomorrow night at my boss' house. You don't have to go to the party. They're... they're boring. Silly cause, you know, lots of people. Parking... Cam, say something."
Cameron,Why do you hate me?
Mitchell,I don't hate you.
Cameron,Then why are you trying to push me out of your life?
Mitchell,Because you... you seem a little... Unhinged.
Cameron,"Okay, well, you know what I think? You should worry a little bit less about me and a little bit more about yourself and what you're gonna wear tomorrow night, because I saw what you have laid out, and I don't think you're gonna like the way you look in photos."
Mitchell,"Well, I hadn't landed on that."
Haley,"Her hand's in the air, like, every five seconds, and she actually reminded Mr. Waters to assign homework. The class loved that. Do you know how embarrassed I was?"
Alex,"Not as embarrassed as I was when she said 8 was a prime number. 8, Mom."
Claire,"Okay, fine. You know what? I'm gonna call the school today and have your schedules changed, but I want you to know a little part of me died today, okay? I thought the two of you could understand how being in the same class would benefit you both. Alex, you... you could've tutored Haley. Haley, you could've helped Alex with her social skills. Come on. The two of you could've been two Super Dunphys. And instead, what are you? Two bickering half- Dunphys, and I'm the fool that expected more. No, I don't even want to hear it. Just go upstairs. Go."
Phil,Wow. What was that?
Claire,"That was a master class in parenting. Right now our daughters are upstairs making a decision they think is their own, but really, it was an idea that was skillfully implanted by me."
Phil,"Inception, Claire. Dangerous game, but I like it."
Claire,Mm. What are those?
Phil,"Wire walkers. You want to go to the dance, you gotta wear the shoes. Luke, grab your camera. Luke."
Luke,I wasn't sleeping.
Claire,"Honey, I-I think those are... jazz shoes."
Phil,No. Tightrope shoes. Got 'em at an estate sale. Only worn once.
Claire,"That... that is not a ringing endorsement for... Oh! Phil, honey. Please be ca--careful. Right. Watch the door."
Haley,"Hey, what'd you get for number 3?"
Alex,You're not going to learn if I just give you answers.
Haley,"Well, what if I gave you something in return?"
Alex,Like what?
Haley,You can talk to me in class.
Alex,I want lunch at the cool table.
Haley,Then I want all the answers.
Alex,Then I want a week at the table.
Haley,That'll cost you two pop quizzes. month. The midterm.
Alex,Deal.
Luke,"Looking great, Dad."
Phil,"With these steps, I break the surly bonds... Chicken in a basket! Don't look at me."
Alex,Mom. Mom. Mom.
Claire,What? What? What? What? What?
Alex,Mom. Did you call the school yet?
Claire,"Uh, not yet, but I was just about to."
Phil,"Uh, Bartles & Jaymes!"
Alex,Good. Because we are thinking we might want to stay in that class.
Claire,"Really? Oh, girls, I don't know about that."
Haley,"Oh, please let us try it. Super Dunphy?"
Phil,I can't hold her! I can't hold her!
Claire,"Well, maybe one more week."
